A,B,C,D,E
93,19,17,71,4
79,69,90,57,3
1,32,95,3,28
13,1,51,27,25
42,13,54,67,55
56,42,100,52,82
91,73,8,65,66
53,11,17,25,85
51,35,61,31,82
66,21,53,79,69
49,10,86,90,19
52,32,78,36,44
81,67,47,69,39
16,22,73,11,13
85,41,30,36,67
63,44,50,63,45
69,56,12,61,74
5,10,90,6,32
34,62,37,100,90
69,38,33,25,97
8,44,38,22,22
3,97,0,84,63
97,56,60,79,29
65,53,35,33,80
31,25,12,73,68
15,69,1,84,3
31,37,93,6,96
83,58,23,68,48
80,79,20,77,79
100,76,45,8,36
71,93,65,96,26
100,14,94,60,1
27,34,58,69,65
2,85,59,89,24
21,73,10,80,5
15,50,81,90,40
66,48,65,75,98
17,32,1,95,54
59,70,51,78,98
56,14,32,63,58
34,2,35,25,72
50,97,37,24,71
100,72,71,49,13
42,86,61,93,62
62,9,97,64,73
83,38,83,90,34
97,33,97,22,11
82,31,56,0,61
74,14,30,21,85
28,54,21,30,60
84,35,1,79,92
37,3,100,54,94
34,63,39,86,27
1,1,42,56,17
51,83,76,2,92
86,0,44,72,86
15,80,9,2,39
40,58,82,0,32
81,50,88,24,62
88,77,4,47,47
100,62,78,26,40
19,73,97,10,78
48,33,60,58,88
90,93,54,4,24
24,19,64,54,12
59,40,44,64,94
98,75,22,45,94
82,14,72,90,51
34,11,54,94,4
39,97,44,89,10
65,93,34,39,25
69,38,20,41,16
99,12,38,50,88
69,68,14,6,24
13,56,70,18,67
76,32,75,69,63
73,31,60,50,72
36,84,98,15,99
100,81,39,86,88
100,13,7,34,26
26,38,54,44,86
62,72,53,99,18
86,0,6,48,45
95,78,2,46,24
42,26,30,83,2
70,24,26,30,56
84,76,3,88,52
40,56,59,88,82
92,32,14,61,46
86,0,26,40,77
89,40,78,25,44
81,80,5,53,63
38,26,65,40,26
13,77,75,53,5
68,10,15,92,41
72,61,9,7,65
15,85,88,56,19
94,98,53,92,56
82,1,39,36,88
6,68,29,70,55
78,62,84,11,56
62,16,42,29,21
76,43,1,52,7
18,58,62,31,93
87,23,94,20,24
15,86,94,53,99
70,50,19,1,55
56,33,13,4,84
69,88,75,3,98
88,13,74,18,20
100,42,47,20,29
78,59,15,48,55
6,57,57,46,40
33,81,18,52,99
3,29,73,62,27
7,89,3,98,95
6,7,75,85,93
99,88,51,79,32
98,87,9,63,64
31,20,54,7,95
28,87,85,12,42
66,4,10,79,50
50,70,87,8,24
52,76,96,91,44
88,55,48,31,62
55,30,63,58,3
43,87,75,81,56
47,68,25,7,71
46,81,84,46,25
92,21,81,32,15
19,40,51,35,21
58,98,18,9,72
96,72,23,68,70
4,97,41,38,90
29,11,90,61,42
55,67,75,2,42
26,31,78,48,98
63,17,71,73,84
33,8,89,69,54
68,14,11,32,75
43,26,19,58,60
30,46,14,89,66
92,5,56,1,44
57,34,16,85,93
75,33,52,43,2
75,3,49,36,10
2,51,76,47,36
86,99,12,15,97
14,30,71,18,56
60,43,44,39,29
88,86,98,11,9
40,89,28,62,31
63,84,10,61,1
29,24,8,22,3
100,63,62,73,87
94,18,60,94,58
65,30,57,72,23
94,95,20,29,44
45,21,4,24,38
45,11,70,4,95
37,96,49,19,74
14,62,30,33,45
86,96,74,14,38
29,42,5,3,100
46,94,32,69,23
82,53,92,100,67
92,1,74,22,68
97,65,63,84,13
95,52,38,46,3
64,25,78,37,45
4,92,64,77,88
24,0,83,34,77
32,12,64,84,80
44,97,49,52,27
100,17,42,45,42
14,7,100,82,34
9,75,37,23,20
56,44,22,79,75
2,40,19,98,53
49,45,58,63,16
60,4,54,19,41
41,78,67,67,27
79,62,37,32,59
56,10,42,35,24
69,50,69,47,42
63,88,12,66,81
37,19,50,11,43
98,33,97,45,54
51,3,100,46,16
24,73,9,31,88
28,40,15,29,5
61,93,27,11,33
34,88,8,34,28
56,35,75,20,4
53,51,74,98,98
67,53,47,8,93
33,2,33,87,99
31,100,83,2,8
67,36,59,38,100
25,19,92,59,4
75,49,82,49,85
77,32,89,90,86
41,23,83,5,21
48,99,11,87,20
93,38,54,88,67
93,40,15,4,71
67,91,95,27,21
1,67,83,44,73
95,34,14,52,47
97,55,57,18,36
4,39,91,72,6
31,18,26,1,69
20,52,46,3,23
89,62,15,8,75
23,10,44,78,24
43,41,12,31,50
82,97,66,15,41
57,41,51,24,0
64,54,44,60,81
38,56,88,25,81
61,43,39,37,100
12,84,85,66,64
20,51,37,32,83
39,19,74,20,89
78,66,31,11,86
34,65,32,28,67
88,43,97,36,17
97,68,9,36,98
6,46,80,47,86
37,25,39,43,10
85,47,17,81,83
15,3,2,53,49
84,53,7,89,28
4,29,25,95,39
29,83,36,84,53
19,62,45,9,78
49,73,27,77,57
71,97,81,77,2
89,45,13,35,10
26,91,68,52,22
50,57,82,83,44
96,40,8,41,52
100,88,63,8,73
34,77,43,60,51
94,53,69,7,91
79,44,10,89,8
70,56,94,63,78
33,94,63,44,28
89,68,9,6,73
11,81,10,20,48
48,14,25,41,80
51,83,40,70,36
36,57,24,19,34
5,51,72,77,50
51,20,2,64,47
24,79,33,84,88
19,74,88,100,97
67,19,16,36,77
91,79,54,10,70
41,17,93,53,14
60,39,36,74,94
96,74,24,10,49
19,51,42,51,11
68,17,14,94,93
82,25,46,74,63
23,71,100,75,36
33,5,9,12,63
86,23,77,62,71
3,56,46,21,27
69,23,10,29,21
12,61,40,33,60
53,96,1,34,38
33,73,7,84,53
3,44,5,3,92
9,87,86,30,65
63,86,14,46,4
65,45,63,47,65
8,12,47,52,42
61,78,48,24,19
84,52,5,71,1
33,65,75,21,62
70,59,86,6,15
59,70,27,26,17
26,52,5,77,84
33,23,83,52,13
62,36,15,78,89
73,53,45,74,29
48,5,79,83,78
28,0,26,33,66
45,65,42,33,79
66,2,67,90,44
26,85,60,34,42
94,45,8,30,89
49,6,15,25,56
82,75,11,10,23
83,94,21,79,19
35,7,78,7,37
15,22,69,12,98
33,50,11,18,67
48,5,95,89,79
92,89,36,34,24
71,54,16,15,16
65,98,89,60,33
53,92,56,71,83
22,38,94,42,49
53,66,60,62,71
81,45,8,65,99
35,88,45,38,67
91,64,26,76,31
54,69,40,61,24
67,13,97,33,40
93,41,57,27,90
37,19,15,51,93
80,88,40,20,41
28,20,42,7,75
94,15,44,16,62
37,88,25,37,96
86,27,0,61,42
4,89,76,26,100
55,63,17,88,26
30,91,52,29,13
93,5,72,81,56
23,99,60,78,67
76,83,63,7,94
31,88,9,19,77
91,20,81,64,26
57,83,40,14,27
1,5,45,96,77
14,70,54,66,74
38,58,69,76,36
75,76,54,11,11
22,69,34,46,42
93,66,65,3,33
77,69,94,74,18
13,81,15,8,74
55,39,74,65,32
16,1,40,97,97
52,40,37,1,42
46,5,43,66,64
58,83,88,59,95
57,66,97,59,51
19,41,98,29,85
68,86,64,94,68
78,72,73,53,24
56,53,73,92,59
77,71,31,0,43
32,86,33,68,78
83,35,15,59,52
32,84,36,57,33
53,63,1,16,75
79,90,48,11,24
83,28,20,92,47
1,5,83,38,61
82,28,26,9,28
13,19,35,86,40
55,81,11,72,45
23,41,99,29,10
21,64,81,23,1
61,21,19,76,96
22,100,20,30,5
96,92,53,11,14
87,70,63,48,3
90,13,62,44,38
86,87,44,33,38
21,17,1,81,62
2,43,86,97,58
41,73,14,96,90
49,16,9,53,78
70,9,9,75,8
61,5,64,38,44
78,12,82,13,24
37,93,28,40,82
50,47,24,87,86
60,78,72,67,2
100,60,85,40,45
5,21,69,71,99
41,56,78,17,12
15,2,36,44,63
37,41,40,49,58
89,17,75,3,99
41,53,5,2,79
55,14,75,76,77
10,37,30,88,21
2,0,43,78,61
67,39,89,56,56
48,63,22,47,2
38,39,73,85,62
22,22,35,83,74
70,37,62,47,60
36,57,53,16,26
22,20,39,19,85
71,90,98,67,78
82,74,97,11,14
60,28,40,18,75
67,39,42,88,1
73,50,71,57,19
44,81,58,69,10
1,78,69,47,85
71,77,36,84,85
59,7,73,22,65
3,3,83,63,95
37,50,39,75,14
55,57,39,87,30
42,72,34,32,3
21,13,79,33,28
43,42,45,11,86
46,74,5,33,89
48,53,65,25,37
91,5,21,27,41
3,79,91,53,39
59,96,50,22,94
78,13,41,2,32
56,98,92,55,71
93,35,22,66,70
11,100,28,90,93
67,63,17,0,10
24,60,0,29,49
46,88,71,97,6
52,86,55,74,77
32,74,83,26,45
0,95,27,7,52
69,23,47,100,55
18,99,80,52,71
41,21,83,23,6
92,38,100,24,57
60,60,25,44,100
81,10,31,13,100
23,1,99,48,48
51,100,48,15,13
18,44,61,69,68
2,91,86,77,53
0,56,48,80,99
13,52,73,78,34
77,32,99,67,85
5,53,32,9,33
67,73,82,39,18
54,69,51,29,33
13,100,48,71,88
86,2,86,99,88
71,54,64,20,45
4,30,43,78,52
30,98,97,26,39
20,33,92,95,41
29,88,87,97,27
77,81,36,47,0
23,39,34,8,0
31,35,24,47,95
17,68,36,80,68
45,72,51,60,89
39,99,94,9,52
47,28,52,8,8
29,68,37,41,78
70,6,53,20,91
4,60,49,84,66
83,100,3,94,0
50,28,84,80,50
87,59,99,90,65
48,92,68,5,33
20,60,29,36,52
52,2,58,64,96
6,14,87,89,70
21,47,51,54,82
33,51,20,66,89
67,46,63,2,93
40,30,34,52,73
8,48,70,43,80
9,41,37,92,18
20,17,80,0,15
50,62,98,88,69
15,31,85,15,23
12,58,91,98,89
56,50,32,84,72
15,66,43,93,97
51,14,10,58,97
59,25,87,77,17
50,45,89,14,94
24,71,38,39,15
43,64,90,2,19
7,83,82,66,85
17,66,35,97,31
21,76,93,42,44
41,71,83,40,42
52,94,31,7,57
68,43,69,94,44
99,0,87,82,4
9,94,95,36,15
41,97,80,43,0
75,70,89,4,33
45,40,67,32,64
43,46,75,18,84
79,98,32,92,82
15,83,4,9,4
54,48,70,3,18
96,66,52,40,10
68,58,51,19,24
44,33,67,11,43
31,71,46,6,70
59,19,81,70,8
54,51,89,59,51
70,5,83,39,96
51,45,41,39,79
100,25,60,43,62
77,83,42,73,48
0,22,33,59,20
91,1,0,66,4
98,50,41,26,22
16,98,17,34,83
82,99,10,28,41
80,82,88,52,3
49,4,94,5,15
96,51,2,35,0
20,76,22,98,71
53,56,17,88,68
42,46,24,21,7
77,72,38,28,56
72,20,4,61,36
63,54,24,35,88
18,6,32,37,83
83,90,17,1,31
71,52,87,17,3
13,92,22,95,78
80,67,83,49,87
21,76,13,60,14
88,40,9,15,68
7,48,33,87,19
68,90,11,9,74
84,11,76,64,43
23,50,65,18,87
50,67,86,42,89
90,15,56,8,44
58,39,78,80,86
64,10,91,2,1
5,80,6,10,19
54,70,96,47,34
4,6,7,74,86
29,62,69,19,53
74,17,17,41,10
10,18,59,1,76
89,98,0,74,71
68,52,29,93,34
8,96,17,17,1
87,81,89,40,26
64,82,25,42,80
91,47,37,11,94
98,89,75,85,35
95,5,19,82,24
10,70,33,22,72
85,92,26,31,9
52,2,39,82,19
9,63,80,67,70
8,10,93,100,64
93,97,53,27,32
68,55,95,37,42
74,49,14,17,10
23,63,70,78,99
66,34,70,31,98
33,84,99,10,19
59,71,49,51,46
88,89,93,98,92
55,44,22,14,79
80,29,42,75,76
95,59,89,45,82
9,15,62,9,92
25,24,1,41,4
76,97,62,33,83
29,43,91,85,73
75,97,30,37,78
28,60,37,55,48
45,66,100,11,11
21,42,46,3,77
88,70,14,43,27
89,84,100,86,14
69,6,4,67,60
28,30,27,7,87
49,5,8,58,13
95,41,22,0,27
93,72,22,26,31
16,17,2,48,29
62,41,38,65,18
54,58,68,40,50
69,58,21,24,71
48,37,23,12,63
10,78,52,46,66
32,71,16,12,0
31,13,76,58,100
55,4,83,6,57
79,65,58,6,83
53,82,14,83,5
10,69,28,70,73
9,7,27,78,59
91,42,66,77,59
56,53,90,75,57
92,81,31,96,72
87,50,41,30,22
23,67,73,21,3
82,91,99,93,33
5,85,48,16,49
1,15,67,24,39
1,39,49,24,22
20,32,72,84,84
97,5,5,78,77
43,86,75,96,89
57,54,18,6,84
18,65,31,86,59
42,59,92,87,67
36,62,74,53,32
13,36,35,91,11
56,46,9,97,68
80,2,30,55,55
6,49,18,93,14
99,72,51,37,31
38,16,31,82,13
17,88,31,20,47
45,58,79,44,64
22,6,46,52,47
10,56,34,99,91
79,61,90,6,46
11,9,84,7,89
97,60,99,85,13
83,2,45,30,24
28,55,55,93,95
70,44,86,62,79
43,64,41,24,9
71,24,97,36,11
23,71,81,76,39
93,37,84,80,65
100,81,64,17,67
83,51,26,50,93
14,0,22,16,100
32,80,95,62,28
44,10,77,70,69
85,49,92,14,18
52,14,74,25,33
8,8,77,72,9
82,28,19,36,6
67,0,68,65,4
4,33,59,80,11
24,71,4,46,9
97,100,42,31,20
100,34,59,47,70
50,48,98,71,1
44,45,47,97,59
18,62,39,18,15
97,59,27,68,95
48,87,31,79,89
1,56,38,82,6
83,82,31,26,15
90,37,37,79,25
11,58,76,67,72
57,91,35,33,39
24,86,64,81,6
13,94,98,83,49
48,37,26,74,8
69,47,45,27,36
5,79,86,36,22
76,6,23,79,5
46,35,77,57,51
96,52,6,15,10
2,46,96,82,92
13,94,86,10,55
17,61,59,83,20
12,72,65,56,82
27,100,3,26,80
40,28,11,94,47
48,58,42,59,71
91,92,71,80,67
31,84,9,72,1
69,86,45,39,70
36,53,18,65,13
80,90,91,19,9
30,45,54,81,50
30,98,52,58,11
7,49,14,35,30
90,89,64,13,12
3,77,52,66,76
29,37,37,7,78
14,52,28,37,0
84,52,66,40,46
68,78,21,67,56
47,35,60,90,90
4,40,23,87,43
52,58,28,54,93
74,73,38,39,70
65,30,35,89,33
8,41,71,80,3
42,81,79,79,47
16,37,52,91,88
47,60,48,43,2
30,53,7,32,64
97,85,18,39,34
54,33,21,100,68
89,52,60,34,45
52,48,64,33,16
37,32,14,54,17
16,85,26,65,89
88,68,79,25,46
40,85,4,91,99
40,61,37,69,90
98,14,83,46,73
28,38,23,91,35
17,34,29,48,39
62,1,84,9,76
29,95,94,95,29
4,17,55,83,7
82,5,58,44,37
53,25,88,86,9
16,94,73,69,49
81,43,58,42,96
77,68,67,11,92
59,73,82,75,89
21,22,20,0,8
60,90,0,28,60
69,17,58,56,5
31,88,89,51,35
3,60,100,67,31
41,14,49,61,58
35,98,89,91,4
9,58,98,26,16
51,31,44,4,28
75,35,90,83,78
80,73,36,50,37
81,66,56,17,89
53,45,11,20,96
12,82,51,64,65
46,7,41,99,50
45,96,37,3,23
55,44,43,77,26
55,4,85,89,29
45,16,10,83,35
18,54,86,78,83
91,63,76,96,48
1,10,62,90,87
71,43,91,3,63
44,41,67,95,62
45,53,43,71,38
59,95,18,72,53
29,58,25,69,88
92,60,29,73,44
33,73,69,39,77
41,75,61,11,57
37,86,55,1,24
60,37,30,69,88
80,77,39,75,65
31,65,0,9,56
25,40,60,46,43
87,65,62,3,98
43,7,87,81,29
49,45,100,8,4
51,61,7,14,54
47,11,22,37,37
98,44,97,41,59
46,30,59,39,64
6,3,87,82,50
81,97,49,28,51
51,8,16,94,68
68,76,82,52,95
59,94,1,65,54
52,45,37,0,51
49,89,93,51,49
23,11,76,12,70
56,59,13,43,14
23,40,42,31,73
17,59,25,27,81
93,87,47,19,16
22,60,49,54,35
96,23,85,61,48
18,100,97,16,81
61,5,4,11,33
63,64,76,33,4
72,18,76,51,62
21,9,32,88,47
7,90,83,54,0
62,14,22,95,26
19,58,89,54,78
92,8,1,87,75
26,45,39,86,47
9,96,15,31,49
6,60,70,61,27
87,91,55,63,94
75,49,90,23,56
25,48,90,27,5
3,75,2,61,93
18,12,68,62,90
5,10,83,96,59
94,96,100,77,87
7,43,3,6,17
37,87,21,75,14
57,1,97,7,99
25,21,85,36,18
8,22,47,2,95
91,87,77,39,5
29,49,36,3,24
39,77,35,39,75
54,91,12,70,99
47,43,21,27,65
42,83,20,14,3
2,46,13,6,17
39,37,12,15,17
52,47,65,24,98
17,96,18,53,98
74,90,57,29,13
48,6,64,81,15
58,38,28,57,6
48,70,19,82,74
75,28,19,19,69
6,58,51,32,92
20,95,100,99,63
11,77,68,6,9
63,86,93,86,78
78,25,30,31,58
71,44,60,97,29
78,77,49,76,30
35,66,66,0,38
100,63,98,95,31
1,36,39,35,26
84,96,19,7,77
20,81,3,16,90
84,2,98,100,61
82,70,84,92,76
99,16,3,17,73
18,80,96,30,12
25,30,36,32,55
50,40,43,84,92
21,98,82,72,59
92,62,5,17,56
1,95,5,97,16
53,81,57,36,35
73,1,12,69,75
94,17,85,85,22
72,8,68,3,16
4,83,22,90,59
15,41,75,62,30
89,26,94,44,58
5,51,99,15,38
86,23,34,64,16
98,60,36,41,25
7,90,69,27,72
88,4,41,21,98
81,48,39,60,41
18,1,12,12,11
78,14,43,84,58
100,72,82,50,20
99,57,78,63,30
66,55,70,6,82
48,63,49,91,4
85,0,79,67,41
93,87,76,90,19
36,95,98,54,32
24,34,35,43,85
57,55,85,32,14
88,21,24,75,71
100,66,34,10,54
95,2,60,7,59
4,53,92,56,85
34,46,34,23,18
97,45,54,61,11
34,75,43,2,83
3,23,13,59,45
3,26,6,8,67
54,25,44,54,36
78,5,47,74,36
85,22,71,19,26
87,32,40,91,88
12,30,83,94,75
98,100,24,72,41
80,46,25,48,41
84,80,39,87,98
34,66,47,29,18
54,72,83,3,58
75,32,21,27,84
19,65,35,80,81
84,91,25,13,94
26,60,100,45,50
3,60,93,25,37
13,85,74,18,86
42,6,19,50,22
84,49,16,70,97
33,29,96,59,66
74,45,31,64,62
21,81,90,25,15
17,10,13,5,69
67,28,6,44,59
64,15,98,86,99
9,40,98,12,66
34,83,20,19,26
21,21,27,95,36
87,26,22,34,83
32,64,10,75,57
49,8,17,32,76
7,1,68,42,30
70,6,8,86,49
88,99,63,95,54
92,5,27,51,55
35,51,68,76,14
50,22,7,21,21
61,87,23,40,77
99,31,74,87,48
76,95,100,88,72
25,14,81,56,90
5,66,100,97,16
9,95,18,79,93
84,60,14,12,60
35,97,14,8,35
80,88,58,30,23
60,95,93,43,42
79,10,25,41,73
79,27,13,36,28
81,57,47,51,8
74,75,94,15,45
30,80,92,18,64
12,47,26,4,69
84,86,14,3,24
49,77,39,0,16
42,13,59,93,84
37,34,71,64,92
1,55,9,74,51
7,34,8,89,56
5,42,30,8,82
84,91,43,34,39
12,81,18,81,8
6,64,84,19,42
35,98,32,57,1
95,54,2,9,8
79,0,51,28,39
79,25,68,73,7
70,36,29,77,49
41,51,96,87,56
1,65,23,11,79
74,28,84,49,82
81,91,26,86,80
14,55,72,30,63
32,25,13,93,20
57,99,98,85,70
47,20,98,72,36
35,82,7,25,99
27,41,36,64,25
32,58,18,35,47
83,16,57,88,19
75,80,21,41,43
22,7,1,90,71
3,80,95,84,71
82,60,61,32,76
69,38,9,70,51
88,26,78,24,71
89,97,51,61,24
74,43,51,90,56
10,57,61,16,22
19,93,41,83,19
14,14,31,76,68
98,66,56,93,71
8,67,76,60,1
11,100,73,9,58
99,11,80,61,63
75,45,48,92,42
64,80,91,81,85
0,90,55,47,68
16,90,48,56,10
52,69,32,60,84
16,45,13,25,2
40,34,12,13,67
20,47,4,47,61
7,5,47,36,64
27,69,100,24,33
70,55,19,74,27
19,19,94,17,51
59,80,95,74,89
4,85,66,87,13
22,87,76,2,76
38,31,5,70,4
17,17,21,1,87
64,97,69,40,0
10,16,75,75,28
22,63,13,67,72
21,14,67,58,57
22,82,67,0,99
15,25,98,72,34
68,35,64,54,18
22,52,27,84,76
74,47,70,96,94
80,31,8,34,37
8,59,29,61,84
49,3,33,73,52
22,19,94,8,28
97,98,36,81,93
61,15,95,42,81
89,19,71,7,16
89,96,73,94,17
8,9,7,89,51
62,11,34,57,64
25,95,89,36,68
6,39,28,14,30
63,4,98,16,74
94,66,24,79,31
78,57,26,9,67
29,8,93,34,5
65,59,48,33,74
70,41,37,78,2
59,72,11,93,2
95,39,33,15,100
95,31,25,75,36
54,42,31,50,0
66,92,52,64,75
77,8,99,82,73
0,33,69,5,90
40,62,60,100,81
44,78,7,0,30
9,99,54,11,19
10,30,8,22,25
2,60,94,58,71
88,25,1,6,1
16,32,49,31,11
70,98,62,45,85
85,70,68,51,53
35,85,18,0,31
41,8,40,22,75
100,6,24,79,96
60,17,3,88,38
97,84,52,82,2
16,59,6,13,32
66,76,2,99,27
42,53,96,61,41
91,42,69,6,33
38,39,39,48,29
28,72,96,77,57
96,30,80,70,68
43,25,27,51,38
81,97,22,24,55
85,97,30,56,16
60,2,4,15,68
63,47,77,73,65
76,28,84,33,57
4,27,58,72,45
69,33,15,24,95
14,96,20,41,96
17,62,32,91,1
21,59,100,64,72
94,61,62,24,100
19,97,60,31,94
29,88,99,28,26
89,11,54,26,19
38,41,50,43,76
38,79,57,92,5
3,100,0,35,37
72,40,13,48,83
13,52,64,26,78
8,40,54,37,3
27,18,57,43,40
32,97,29,87,89
18,90,10,90,39
63,90,31,4,55
61,78,99,68,63
54,28,19,100,66
0,90,53,92,71
62,21,34,46,63
11,100,74,42,3
9,43,73,86,41
87,99,47,66,31
46,21,88,3,32
18,13,21,82,77
61,8,28,49,76
25,32,100,3,82
95,44,52,20,34
64,39,63,70,95
46,17,41,53,85
75,57,81,70,67
68,95,67,72,100
54,75,83,13,89
38,72,53,32,24
2,15,34,2,88
61,90,93,67,13
15,10,42,91,22
75,62,33,3,94
73,82,72,78,62
89,7,5,27,60
45,64,86,7,28
77,96,69,30,89
3,36,12,42,71
17,41,36,26,17
37,62,96,99,81
5,80,15,70,60
78,9,79,56,88
53,76,44,65,69
80,17,90,22,13
40,43,89,95,75
13,31,42,73,28
64,59,15,86,24
55,100,9,58,45
5,14,34,99,60
85,46,43,83,49
0,18,58,90,83
4,100,52,78,8
3,10,27,55,47
54,46,94,38,4
80,38,7,39,33
42,99,80,27,77
100,98,28,31,1
57,50,53,61,100
91,79,21,2,53
75,96,61,83,44
27,22,99,51,25
40,62,11,88,63
47,81,35,62,16
70,25,3,9,60
49,97,16,18,81
54,54,37,33,54
26,37,91,52,3
93,2,55,75,49
78,86,11,18,95
96,63,10,25,8
33,92,38,54,18
85,32,65,93,74
94,3,11,99,66
22,69,5,16,67
86,44,63,44,2
47,37,49,19,54
0,91,74,13,47
22,8,30,65,24
42,3,55,10,76
89,44,16,11,72
40,20,35,79,25
95,28,0,54,2
71,75,35,87,20
10,79,42,31,63
73,89,4,62,68
38,79,90,16,72
5,58,94,32,66
85,2,2,52,32
27,61,3,43,29
30,26,99,14,22
42,58,83,6,43
55,59,58,22,40
80,10,13,5,61
38,51,93,56,95
88,27,15,44,24
3,87,22,12,7
8,50,72,79,10
19,85,86,52,38
5,90,41,11,12
34,55,3,3,94
35,51,8,66,48
22,20,68,26,63
28,2,91,71,2
20,52,40,40,92
55,8,70,50,39
49,87,55,43,99
91,77,95,97,56
69,55,75,25,9
60,80,52,73,54
74,85,45,59,6
85,42,30,37,21
72,41,69,27,70
55,56,51,89,18
14,21,88,85,8
98,88,74,81,4
23,48,96,99,57
43,36,1,60,34
87,6,99,36,86
11,15,50,45,25
77,33,6,4,32
45,69,71,25,14
51,25,48,69,16
80,28,0,53,11
52,66,69,70,8
55,88,16,90,74
31,19,84,64,41
22,56,55,37,3
51,2,36,87,53
7,7,52,34,19
26,95,97,100,36
28,26,0,77,64
63,46,87,100,72
34,64,31,97,11
5,40,76,11,57
47,62,41,41,32
64,46,52,0,36
12,18,51,84,32
26,23,22,5,57
17,82,63,18,61
28,6,93,79,2
83,73,17,6,61
11,92,1,83,73
56,43,71,29,38
30,13,50,0,83
62,90,18,30,99
75,0,63,35,72
61,23,84,62,59
17,43,70,58,83
48,1,94,27,57
43,92,49,55,67
5,52,43,99,88
12,34,26,7,40
57,100,88,15,86
55,10,48,90,4
24,36,93,41,42
27,87,13,28,73
94,88,66,76,85
78,64,24,27,16
46,83,13,61,88
83,93,38,60,90
22,50,6,84,21
65,40,73,54,81
16,18,65,27,56
26,58,37,92,40
85,22,70,57,20
77,11,80,51,41
15,28,48,63,45
14,47,73,63,28
83,84,96,29,27
69,48,50,29,54
6,99,84,18,50
36,76,28,84,47
24,93,61,55,65
4,68,59,8,3
53,34,66,55,100
87,90,9,35,63
63,4,8,18,39
22,82,94,8,32
84,58,36,90,2
37,75,22,90,79
3,33,76,47,14
27,1,43,51,88
10,92,11,36,10
85,97,90,95,32
82,98,40,41,15
86,56,21,10,83
50,15,99,10,91
23,55,61,10,24
95,78,83,6,30
80,17,94,75,62
0,50,85,99,64
16,2,2,20,86
88,70,64,53,61
72,9,93,67,79
67,97,5,25,43
79,29,59,27,46
43,42,4,59,44
75,9,34,14,89
45,92,61,36,94
67,27,5,33,8
85,14,45,67,0
84,9,89,73,96
38,92,9,30,89
53,100,20,28,72
47,14,27,43,97
84,7,15,62,17
52,59,82,93,22
18,12,84,92,27
53,65,52,45,60
57,38,80,67,19
3,72,70,39,4
9,4,25,23,77
62,70,18,42,39
44,51,27,100,100
22,76,17,18,49
47,27,79,6,6
35,19,65,8,12
70,92,42,80,3
68,75,63,84,47
33,90,13,22,14
66,67,41,53,50
48,12,53,32,93
51,34,31,15,79
56,66,73,90,61
73,33,95,9,66
2,94,88,54,56
77,23,84,6,94
3,28,92,5,48
22,16,79,39,41
97,12,15,46,94
57,50,58,63,27
13,20,41,89,52
68,18,6,44,31
31,34,65,67,69
16,15,21,91,11
94,45,8,31,25
25,14,16,61,75
41,68,84,51,43
68,2,100,57,77
51,79,20,28,90
70,65,55,24,21
66,81,16,23,46
4,12,19,33,64
100,34,85,29,40
33,95,88,91,69
47,77,66,83,79
86,15,36,43,14
68,6,9,4,3
85,27,11,85,25
64,96,77,60,36
63,38,57,80,31
46,2,96,82,66
3,94,10,73,90
78,46,63,16,8
88,8,16,11,39
71,89,74,76,1
36,87,90,7,83
23,77,5,44,56
54,16,82,27,45
53,43,17,62,55
81,90,89,58,67
32,95,53,44,59
75,12,84,60,15
40,29,70,90,74
42,67,41,71,10
3,0,10,79,49
4,61,56,50,90
35,86,9,76,22
97,73,91,18,52
79,38,60,70,35
93,58,18,11,27
72,4,5,27,18
85,78,72,36,52
85,72,72,28,45
5,4,83,44,60
88,100,53,36,76
15,65,95,75,4
80,48,22,87,83
25,9,29,25,95
59,46,12,74,62
20,45,17,36,6
60,12,54,9,19
30,24,10,76,84
21,59,50,91,57
75,78,53,94,72
46,37,15,29,62
97,46,0,91,46
75,62,73,78,30
22,89,43,94,62
31,46,0,66,42
66,14,94,14,93
70,48,91,44,32
25,53,4,38,1
84,95,18,29,57
66,92,74,0,24
27,80,82,52,22
60,46,30,55,74
92,60,30,58,22
3,19,1,16,61
15,64,68,28,52
96,84,19,74,81
3,11,60,89,50
99,7,33,5,66
38,36,34,90,41
13,84,22,70,54
32,46,4,100,29
92,94,77,66,99
7,10,3,57,63
79,56,48,47,34
75,56,98,18,3
44,19,57,53,48
5,90,21,81,81
14,67,61,71,26
30,73,67,51,3
25,65,53,51,73
39,62,42,77,70
62,42,17,63,21
74,24,38,4,54
41,24,33,77,68
9,39,16,85,40
13,72,17,26,91
44,45,70,9,93
47,47,47,35,89
21,42,23,38,67
99,49,48,21,14
54,49,97,12,30
79,47,60,93,18
49,63,14,51,95
73,94,16,74,71
88,95,83,12,16
75,85,27,41,13
3,57,24,43,58
20,16,15,13,30
88,10,18,60,89
57,21,4,99,7
48,39,85,1,67
5,11,33,81,21
41,21,99,72,63
68,35,95,4,5
80,87,87,43,75
36,89,23,18,73
2,12,62,0,67
34,81,4,97,32
55,94,33,56,49
52,60,71,91,48
33,19,28,1,51
23,30,27,8,5
2,57,2,4,60
26,17,20,41,66
100,2,85,95,9
30,42,80,38,89
28,47,30,97,7
95,75,48,11,26
30,67,40,17,18
25,49,10,11,99
85,24,65,76,51
32,39,1,76,56
86,96,33,30,67
50,95,85,80,40
30,42,66,66,52
